2025-09-17 11:11:46.280 [nacos-grpc-client-executor-127.0.0.1-1733] INFO  c.alibaba.nacos.common.remote.client - [f6306f17-491e-40cc-af31-afbf68ab1dda_config-0] Receive server push request, request = ClientDetectionRequest, requestId = 8
2025-09-17 11:11:46.279 [nacos-grpc-client-executor-127.0.0.1-1723] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Receive server push request, request = ClientDetectionRequest, requestId = 7
2025-09-17 11:11:46.280 [nacos-grpc-client-executor-127.0.0.1-1716] INFO  c.alibaba.nacos.common.remote.client - [b72d76af-54c7-4c98-9bfd-4599d7cd5756] Receive server push request, request = ClientDetectionRequest, requestId = 9
2025-09-17 11:11:46.289 [nacos-grpc-client-executor-127.0.0.1-1733] INFO  c.alibaba.nacos.common.remote.client - [f6306f17-491e-40cc-af31-afbf68ab1dda_config-0] Ack server push request, request = ClientDetectionRequest, requestId = 8
2025-09-17 11:11:46.289 [nacos-grpc-client-executor-127.0.0.1-1723] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Ack server push request, request = ClientDetectionRequest, requestId = 7
2025-09-17 11:11:46.289 [nacos-grpc-client-executor-127.0.0.1-1716] INFO  c.alibaba.nacos.common.remote.client - [b72d76af-54c7-4c98-9bfd-4599d7cd5756] Ack server push request, request = ClientDetectionRequest, requestId = 9
2025-09-17 11:11:46.295 [nacos-grpc-client-executor-127.0.0.1-1724] ERROR c.a.n.c.r.client.grpc.GrpcClient - [1758026391647_127.0.0.1_51871]Request stream onCompleted, switch server
2025-09-17 11:11:46.306 [com.alibaba.nacos.client.remote.worker.1] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Try to reconnect to a new server, server is  not appointed, will choose a random server.
2025-09-17 11:11:46.306 [com.alibaba.nacos.client.remote.worker.1] INFO  c.a.n.c.r.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:8000,grpcTslConfig:{"enableTls":false,"mutualAuthEnable":false,"trustAll":true}
2025-09-17 11:11:46.367 [com.alibaba.nacos.client.remote.worker.1] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Success to connect a server [127.0.0.1:7000], connectionId = 1758078706316_127.0.0.1_62340
2025-09-17 11:11:46.367 [com.alibaba.nacos.client.remote.worker.1] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Abandon prev connection, server is 127.0.0.1:7000, connectionId is 1758026391647_127.0.0.1_51871
2025-09-17 11:11:46.367 [com.alibaba.nacos.client.remote.worker.1] INFO  c.alibaba.nacos.common.remote.client - Close current connection 1758026391647_127.0.0.1_51871
2025-09-17 11:11:46.401 [com.alibaba.nacos.client.remote.worker.0] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Notify disconnected event to listeners
2025-09-17 11:11:46.401 [com.alibaba.nacos.client.remote.worker.0] WARN  com.alibaba.nacos.client.naming - Grpc connection disconnect, mark to redo
2025-09-17 11:11:46.404 [com.alibaba.nacos.client.remote.worker.0] WARN  com.alibaba.nacos.client.naming - mark to redo completed
2025-09-17 11:11:46.406 [com.alibaba.nacos.client.remote.worker.0] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Notify connected event to listeners.
2025-09-17 11:11:46.406 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-09-17 11:11:48.638 [com.alibaba.nacos.client.naming.grpc.redo.0] INFO  com.alibaba.nacos.client.naming - Redo instance operation REGISTER for DEFAULT_GROUP@@service-product
2025-09-17 13:07:08.463 [nacos-grpc-client-executor-127.0.0.1-2499] INFO  c.alibaba.nacos.common.remote.client - [a09decc1-5a63-451c-91aa-bb1b3b541b42] Receive server push request, request = ClientDetectionRequest, requestId = 10
